food,Protein,Fat,Carbohydrates,Dietary Fiber,Vitamin A,Vitamin C,Vitamin D,Zinc,Iron,Calcium,Selenium
sesame flour low fat,14.2,0.5,10.0,0.0,0.0,0.0,0.0,2.8,4.0,42.2,0.0
sesame meal,4.8,13.6,7.4,0.0,0.0,0.0,0.0,2.9,4.1,43.3,0.0
sesame oil,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sesame seeds dried,1.6,4.5,2.1,1.1,0.0,0.0,0.0,0.7,1.3,87.8,0.047
sesame seeds toasted,1.4,3.8,2.1,1.1,0.0,0.0,0.0,0.6,1.2,79.1,0.03
sesame sticks,1.1,3.7,4.7,0.3,0.0,0.0,0.0,0.1,0.055,17.0,0.021
sesbania flower cooked,1.2,0.007,5.3,0.0,0.0,38.5,0.0,0.0,0.6,22.9,0.025
sesbania flower raw,0.012,0.095,0.2,0.0,0.0,2.2,0.0,0.0,0.091,0.6,0.037
shallots dried,0.1,0.013,0.7,0.1,0.0,0.096,0.4,0.032,0.082,0.043,14.9
shallots raw,0.6,0.061,4.2,0.8,0.0,0.016,2.0,0.091,0.004,0.007,83.5
shark cooked,5.3,3.9,1.8,0.0,0.058,0.0,0.0,0.1,0.3,14.2,0.064
shark fin soup,6.9,4.3,8.2,0.0,0.0,0.2,0.0,1.8,2.0,21.6,0.0
shark raw,5.9,1.3,0.0,0.0,0.012,0.0,0.046,0.1,0.2,9.6,0.067
sheanut oil,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheepshead cooked,48.4,3.0,0.0,0.0,0.069,0.0,0.0,1.2,1.2,68.8,0.065
sheepshead raw,48.1,5.7,0.0,0.0,0.022,0.0,0.0,0.9,1.1,50.0,0.056
shellie beans canned,4.3,0.5,15.2,8.3,0.0,0.1,7.6,0.094,0.2,0.051,267.1
shiitake mushrooms cooked,0.3,0.007,2.6,0.4,0.0,0.064,0.032,0.055,0.2,0.0,21.1
shiitake mushrooms dried,0.3,0.061,2.7,0.4,0.0,0.1,0.056,0.3,0.022,0.4,0.091
shiitake mushrooms raw,0.4,0.039,1.3,0.5,0.0,0.0,0.038,0.2,0.05,0.4,0.014
shoestring french fries,0.099,0.1,0.7,0.099,0.0,0.3,0.0,0.053,0.052,0.3,0.038
shortbread cookies,0.5,1.9,5.2,0.1,0.018,0.0,0.01,0.005,0.2,2.8,0.033
shortcake,1.7,4.0,13.7,0.0,0.005,0.07,0.0,0.1,0.7,58.0,0.097
shortening,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shrimp canned,26.1,1.7,0.0,0.0,0.0,5.2,0.0,2.5,2.7,185.6,0.036
shrimp cooked,1.3,0.092,0.013,0.0,0.021,0.0,0.08,0.008,0.009,5.0,0.08
shrimp fried,1.3,3.2,4.8,0.1,0.01,0.0,0.0,0.069,0.1,4.9,0.021
shrimp imitation,3.5,0.4,2.6,0.0,0.046,0.0,0.0,0.036,0.2,5.4,0.088
shrimp raw,0.7,0.023,0.041,0.0,0.083,0.0,0.053,0.078,0.072,2.7,0.002
side salad mcdonalds,0.9,0.2,3.7,1.4,0.0,13.7,0.0,0.0,0.6,20.9,0.0
sirloin steak,49.5,14.1,0.0,0.0,0.6,1.1,0.0,0.083,0.2,0.0,629.1
sisymbrium seeds,9.0,3.4,43.1,0.0,0.0,22.7,0.0,0.2,0.098,1208.4,0.0
skipjack tuna cooked,86.9,4.0,0.0,0.0,0.059,3.1,0.0,3.2,4.9,114.0,0.1
skittles original mars,0.1,2.7,56.3,0.0,0.0,41.4,0.0,0.03,0.0,0.0,0.044
skittles tropical mars,0.1,2.7,56.3,0.0,0.0,41.6,0.0,0.0,0.0,0.0,0.0
skittles wild berry mars,0.1,2.6,56.3,0.0,0.0,41.6,0.0,0.0,0.0,0.0,0.0
skunk cabbage,1.5,0.1,1.8,1.2,0.0,30.8,0.0,0.1,0.9,43.1,0.07
sliced turkey breast,2.4,0.6,0.4,0.0,0.038,0.006,0.0,0.097,0.023,0.0,59.4
smoothie high protein creamy chocolate slimfast,12.0,3.5,2.1,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
snap beans canned,3.5,0.4,15.4,6.6,0.0,14.9,0.0,0.9,4.0,105.4,0.057
snap beans cooked,2.4,0.4,9.9,4.0,0.0,0.061,12.1,0.02,0.015,0.053,182.5
snap beans raw,1.8,0.2,7.0,2.7,0.0,12.2,0.0,0.2,1.0,37.0,0.003
snapper cooked,44.7,2.9,0.0,0.0,0.071,2.7,0.0,0.7,0.4,68.0,0.07
snapper raw,44.7,2.9,0.0,0.0,0.01,3.5,0.054,0.8,0.4,69.8,0.065
snickers mars,4.3,13.6,35.1,1.3,0.2,0.077,0.3,0.0,0.2,0.015,184.1
sockeye salmon canned,79.5,24.9,0.0,0.0,0.2,0.0,0.09,2.8,2.2,781.8,0.1
sockeye salmon cooked,82.1,17.3,0.0,0.0,0.087,2.6,0.0,0.1,0.2,0.089,1351.6
sockeye salmon raw,84.4,22.2,0.0,0.0,0.2,0.0,0.086,1.7,1.7,39.6,0.1
sofrito,26.4,37.5,11.2,3.5,0.0,42.0,0.0,2.9,1.9,41.2,0.0
soft pretzels,9.4,3.6,79.8,2.0,0.0,0.0,0.0,1.1,4.5,26.5,0.03
sorghum,21.7,6.3,143.3,12.1,0.0,0.0,0.0,0.0,8.4,53.8,0.0
sorghum flour,9.5,4.0,93.7,8.0,0.0,0.0,0.0,1.7,3.6,14.5,0.026
sorghum syrup,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.046,0.8,31.5,0.013
sour cherries,1.0,0.3,12.5,1.6,0.0,0.053,10.3,0.0,0.1,0.02,178.2
sour cherries canned,1.9,0.3,48.6,2.0,0.0,5.0,0.0,0.2,3.3,25.2,0.0
sour cream shoprite,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sour dressing,0.4,2.0,0.6,0.0,0.023,0.1,0.0,0.064,0.091,13.6,0.058
sour pickles,0.5,0.3,3.5,1.9,0.0,1.6,0.0,0.079,0.6,0.0,0.0
soursop,2.3,0.7,37.9,7.4,0.0,46.4,0.0,0.2,1.4,31.5,0.017
soy chips,7.5,2.1,15.0,1.0,0.0,0.0,0.0,0.4,1.5,48.4,0.099
soy flour,1.8,1.1,1.8,0.5,0.0,0.009,0.0,0.086,0.2,0.061,130.8
soy flour low fat,40.0,7.8,30.7,14.1,0.0,0.0,0.0,3.6,7.2,250.8,0.055
soy flour roasted,29.6,18.6,28.6,8.2,0.0,0.0,0.0,3.0,4.9,159.8,0.029
soy margarine,0.0,9.9,0.0,0.0,2.7,0.051,0.0,0.0,0.0,0.0,0.0
soy meal raw,54.8,2.9,49.0,0.0,0.0,0.0,0.0,6.2,16.7,297.7,0.018
soy oil,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soy proteins concentrate,18.0,0.1,7.2,1.6,0.0,0.0,0.0,1.2,3.1,102.7,0.019
soy proteins isolate,22.8,1.0,2.1,1.6,0.0,0.0,0.0,1.1,4.1,50.4,0.011
soy sauce,1.3,0.054,0.8,0.1,0.0,0.01,0.0,0.087,0.031,0.0,69.6
soy vermicelli,0.1,0.1,115.2,5.5,0.0,0.0,0.0,5.9,2.5,77.0,0.017
soya vanille joghurt alpro,0.3,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soybean cooked,28.6,15.4,17.1,10.3,0.0,0.4,2.9,0.064,0.7,0.099,885.8
soybean curd cheese,28.1,18.2,15.5,0.0,0.0,0.0,0.0,3.9,12.6,423.0,0.068
soybean dry roasted,36.8,20.1,30.4,7.5,0.0,4.3,0.0,4.4,3.7,130.2,0.028
soybean lecithin oil,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soybean margarine,0.052,3.8,0.043,0.0,0.067,0.077,0.0,0.0,0.0,1.4,0.0
soybean oil,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.095,0.048,0.0,0.0
soybean raw,67.9,37.1,56.1,17.3,0.0,11.2,0.0,9.1,29.2,515.2,0.071
soymilk,7.1,4.8,8.4,1.0,0.0,0.6,17.5,0.099,0.3,0.0,342.6
soymilk low fat,4.0,1.5,17.5,1.9,0.0,0.0,0.032,0.0,1.1,199.3,0.0
soymilk nonfat,6.0,0.046,10.1,0.5,0.1,0.0,0.071,0.2,0.9,281.9,0.046
spaghetti cooked,13.3,2.1,71.0,4.1,0.0,0.1,0.0,0.016,0.2,0.0,101.2
spaghetti dry,3.7,0.4,21.1,0.9,0.0,0.0,0.0,0.4,0.9,5.9,0.011
spaghetti squash cooked,1.0,0.4,10.0,2.2,0.0,5.4,0.0,0.3,0.5,32.6,0.056
spaghetti squash raw,0.6,0.6,7.0,1.5,0.0,2.1,0.0,0.2,0.3,23.2,0.091
spaghetti with meat sauce,14.3,2.9,43.1,5.1,0.0,15.3,0.0,1.4,3.5,50.9,0.061
spaghetti with meatballs,8.7,8.2,22.9,5.4,0.2,0.1,3.8,0.057,0.1,0.036,434.0
spanish peanuts,38.2,72.4,23.1,13.9,0.0,0.0,0.0,3.1,5.7,154.8,0.077
spanish peanuts roasted,41.2,72.1,25.7,13.1,0.0,0.0,0.0,2.9,3.4,147.0,0.083
spanish tomato sauce,3.5,0.7,17.7,3.4,0.0,21.0,0.0,0.8,8.5,41.5,0.087
spearmint dried,0.094,0.018,0.3,0.1,0.0,0.092,0.0,0.0,0.021,0.0,9.6
spearmint fresh,0.2,0.089,0.5,0.4,0.0,0.033,0.8,0.0,0.008,0.0,26.1
spelt cooked,10.7,1.6,51.3,7.6,0.0,0.0,0.0,2.4,3.2,19.4,0.042
spelt raw,25.4,4.2,122.1,18.6,0.0,0.0,0.0,5.7,7.7,47.0,0.051
spinach canned,4.9,0.9,6.8,3.7,0.0,31.6,0.0,1.0,3.7,194.2,0.053
spinach cooked,5.3,0.5,6.8,4.3,0.0,0.4,17.6,0.029,0.3,0.9,838.8
spinach egg noodles cooked,8.1,2.5,38.8,3.7,0.037,0.0,0.053,1.0,1.7,30.4,0.028
spinach egg noodles dry,5.6,1.7,26.7,2.6,0.0,0.0,0.0,0.7,1.6,21.3,0.0
spinach pasta cooked,1.4,0.3,7.1,0.0,0.039,0.0,0.0,0.2,0.3,5.1,0.0
spinach raw,0.9,0.1,1.1,0.7,0.0,8.4,0.0,0.2,0.8,29.7,0.078
spinach souffle,10.7,17.6,8.0,1.0,0.2,9.9,0.063,1.2,1.6,224.4,0.01
spinach spaghetti cooked,6.4,0.9,36.6,0.0,0.0,0.0,0.0,1.5,1.5,42.0,0.045
spinach spaghetti dry,3.8,0.4,21.2,3.0,0.0,0.0,0.0,0.8,0.6,16.4,0.068
spiny lobster cooked,43.0,3.2,5.1,0.0,0.06,3.4,0.0,11.9,2.3,102.7,0.042
spiny lobster raw,43.1,3.2,5.1,0.0,0.025,4.2,0.0,11.9,2.5,102.4,0.055
spirulina dried,4.0,0.5,1.7,0.3,0.0,0.7,0.0,0.1,2.0,8.4,0.03
splenda sweetener,0.0,0.0,91.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
split pea soup,9.7,2.3,29.9,4.8,0.0,0.0,0.0,1.0,1.9,43.0,0.088
split pea soup with ham,20.7,8.9,56.2,4.6,0.0,3.0,0.0,2.7,4.6,43.2,0.081
split pea soup with ham bacon,11.6,3.1,28.6,4.1,0.0,0.0,0.0,0.0,2.1,0.0,0.0
split peas cooked,16.3,0.8,40.2,16.3,0.0,0.8,0.0,2.0,2.5,27.4,0.059
split peas raw,48.4,2.3,118.9,50.2,0.0,3.5,0.0,5.9,8.7,108.4,0.037
sponge cake,4.6,2.7,36.4,0.0,0.071,0.0,0.0,0.4,1.0,26.5,0.034
sponge snack cake,1.5,4.8,26.9,0.4,0.095,0.089,0.098,0.3,0.6,10.1,0.029
sports drink,0.0,0.0,7.2,0.0,0.0,15.1,0.0,0.056,0.1,0.0,0.088
spot cooked,11.9,3.1,0.0,0.0,0.051,0.0,0.0,0.3,0.2,9.0,0.029
spot raw,11.8,3.1,0.0,0.0,0.005,0.0,0.0,0.3,0.2,9.0,0.024
spray dressing,0.07,0.9,1.3,0.075,0.0,0.055,0.0,0.0,0.096,0.5,0.0
spring onion scallions,0.4,0.077,1.5,0.5,0.0,0.055,3.8,0.056,0.057,0.006,55.2
sprite coca cola,0.1,0.063,20.3,0.0,0.0,0.0,0.0,0.0,0.042,0.0,2.0
sprouted soybean cooked,8.0,4.2,6.1,0.8,0.0,7.8,0.0,1.0,1.2,55.5,0.042
sprouted soybean raw,9.2,4.7,6.7,0.8,0.0,0.1,10.7,0.045,0.3,0.0,338.8
squab meat raw,36.8,47.4,0.0,0.0,0.1,10.3,0.0,4.4,7.0,23.9,0.087
squid fried,14.4,6.0,6.2,0.0,0.035,3.4,0.0,1.4,0.8,31.2,0.087
squid raw,4.4,0.4,0.9,0.0,0.077,1.3,0.0,0.4,0.2,9.1,0.088
steak sandwich,30.3,14.1,52.0,0.0,0.0,5.5,0.0,4.5,5.2,91.8,0.008
steak sauce,0.2,0.004,3.7,0.3,0.0,1.2,0.0,0.02,0.2,3.2,0.085
stewed tomatoes canned,2.3,0.5,15.8,2.6,0.0,0.091,20.1,0.082,0.3,0.039,527.9
stinging nettles,2.4,0.007,6.7,6.1,0.0,0.0,0.0,0.3,1.5,428.1,0.045
stockpot soup,9.8,7.8,23.1,0.0,0.0,4.1,0.0,2.3,1.8,43.9,0.0
straw mushrooms canned,0.2,0.09,0.3,0.1,0.0,0.099,0.0,0.083,0.06,0.0,4.3
strawberries,0.01,0.069,0.9,0.2,0.0,7.1,0.0,0.091,0.04,1.9,0.027
strawberries canned,1.4,0.7,59.8,4.3,0.0,80.5,0.0,0.2,1.2,33.0,0.007
strawberry guava,0.01,0.008,1.0,0.3,0.0,2.2,0.0,0.0,0.071,1.3,0.0
strawberry topping,0.014,0.096,13.9,0.1,0.0,2.9,0.0,0.079,0.014,1.3,0.005
string beans wellsley farms,0.3,0.0,1.7,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
studentenfutter alnatura,3.1,7.8,13.2,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sturgeon cooked,28.2,7.0,0.0,0.0,0.4,0.0,0.073,0.7,1.2,23.1,0.044
sturgeon raw,4.6,1.1,0.0,0.0,0.016,0.0,0.008,0.1,0.2,3.7,0.077
sturgeon smoked,8.8,1.2,0.0,0.0,0.02,0.0,0.048,0.2,0.3,4.8,0.077
succotash,9.7,1.5,46.8,0.0,0.0,15.7,0.0,1.2,2.9,32.6,0.038
sucker cooked,26.6,3.7,0.0,0.0,0.006,0.0,0.0,1.2,2.1,111.6,0.0
sucker raw,26.6,3.7,0.0,0.0,0.041,0.0,0.0,1.2,2.1,111.3,0.056
sugar apple,1.6,0.2,18.2,3.4,0.0,0.2,28.0,0.083,0.075,0.0,190.2
sugar coated almonds,0.4,0.6,2.4,0.013,0.0,0.0,0.0,0.085,0.061,3.5,0.009
sugar cookies,0.8,3.2,10.2,0.1,0.039,0.091,0.097,0.024,0.3,3.2,0.052
sugar wafers with creme filling,0.4,2.3,7.1,0.2,0.0,0.0,0.0,0.074,0.4,2.7,0.085
summer squash cooked,2.7,1.0,9.9,2.9,0.0,0.2,30.2,0.032,0.3,0.028,460.2
summer squash raw,3.1,0.5,8.7,2.9,0.0,0.6,44.2,0.096,0.1,0.009,681.2
sunflower oil,0.0,13.6,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.1,0.0
sunflower seed butter,2.8,8.8,3.7,0.9,0.0,0.4,0.0,0.8,0.7,10.2,0.075
sunflower seed flour,1.9,0.013,1.4,0.2,0.0,0.003,0.0,0.2,0.3,4.6,0.047
sunflower seeds dried,9.6,23.7,9.2,4.0,0.0,0.6,0.0,2.3,2.4,35.9,0.077
sunflower seeds dry roasted,1.5,4.0,1.9,0.9,0.0,0.1,0.0,0.4,0.3,5.6,0.021
sunflower seeds toasted,23.1,76.1,27.6,15.4,0.0,1.9,0.0,7.1,9.1,76.4,0.066
surimi,4.3,0.3,1.9,0.0,0.084,0.0,0.0,0.026,0.057,2.5,0.047
surinam cherry pitanga,0.045,0.059,0.5,0.0,0.0,1.8,0.0,0.0,0.0,0.6,0.0
swamp cabbage,2.0,0.2,3.6,1.9,0.0,15.7,0.0,0.2,1.3,52.9,0.087
sweet cheese rolls,4.7,12.1,28.8,0.8,0.0,0.1,0.0,0.4,0.5,77.9,0.009
sweet chilli kettle baked chips,2.0,2.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sweet cinnamon rolls,5.1,13.6,42.2,2.0,0.039,1.7,0.0,0.5,1.3,59.8,0.085
sweet corn white,2.4,0.9,13.9,2.0,0.0,0.074,5.0,0.094,0.049,0.084,197.1
sweet corn yellow,4.1,0.4,14.2,1.5,0.0,0.068,5.9,0.029,0.075,0.0,135.8
sweet gefilte fish,3.8,0.7,3.1,0.0,0.062,0.3,0.0,0.3,1.0,9.7,0.038
sweet green peppers canned,1.1,0.4,5.5,1.7,0.0,65.1,0.0,0.3,1.1,57.4,0.061
sweet green peppers cooked,0.7,0.1,4.5,0.9,0.0,54.3,0.0,0.009,0.3,6.6,0.09
sweet green peppers raw,1.3,0.3,6.9,2.5,0.0,119.8,0.0,0.2,0.5,14.9,0.0
sweet mashed potato canned,5.0,0.5,59.1,4.3,0.0,13.3,0.0,0.5,3.4,76.5,0.016
sweet onion,2.6,0.3,25.0,3.0,0.0,0.4,15.9,0.067,0.2,0.033,393.9
sweet pickles,0.9,0.7,33.8,1.6,0.0,1.1,0.0,0.2,0.4,97.6,0.0
sweet potato baked,2.3,0.2,23.6,3.8,0.0,22.3,0.0,0.4,0.8,43.3,0.03
sweet potato canned,6.3,1.3,133.5,16.0,0.0,67.0,0.0,1.2,5.1,95.7,0.037
sweet potato chips,0.8,9.1,15.9,2.5,0.0,0.0,0.0,0.1,0.6,16.5,0.087
sweet potato leaves cooked,1.4,0.2,4.7,1.2,0.0,1.0,0.0,0.2,0.4,21.1,0.083
sweet potato leaves raw,0.9,0.2,3.1,1.9,0.0,3.9,0.0,0.0,0.3,27.3,0.068
sweet potato raw,2.0,0.002,26.2,3.9,0.0,0.3,3.1,0.044,0.2,0.048,438.1
sweet red peppers canned,1.1,0.4,5.5,1.7,0.0,65.1,0.0,0.3,1.1,57.4,0.088
sweet red peppers cooked,0.7,0.1,4.5,0.9,0.0,124.8,0.0,0.055,0.3,6.6,0.059
sweet red peppers raw,1.5,0.4,9.0,3.1,0.0,190.3,0.0,0.4,0.6,10.4,0.081
sweet sour chicken,1.8,2.3,4.4,0.2,0.031,0.4,0.0,0.057,0.4,8.2,0.04
sweet sour dressing,0.082,0.0,0.6,0.0,0.0,1.3,0.0,0.099,0.078,0.6,0.007
sweet sour pork,1.2,2.2,3.3,0.1,0.003,0.3,0.0,0.1,0.4,6.4,0.053
sweet sour sauce,0.02,0.084,6.7,0.065,0.0,1.5,0.0,0.072,0.021,1.8,0.006
sweet tea lipton,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sweet yellow peppers,1.9,0.4,11.8,1.7,0.0,341.3,0.0,0.3,0.9,20.5,0.047
sweetn sour sauce mcdonalds,0.2,0.3,11.0,0.0,0.0,0.3,0.0,0.05,0.2,1.7,0.0
swiss chard cooked,3.3,0.1,7.2,3.7,0.0,31.5,0.0,0.6,4.0,101.5,0.083
swiss chard raw,0.6,0.042,1.3,0.6,0.0,10.8,0.0,0.1,0.6,18.4,0.047
swiss cheese,6.7,7.7,0.4,0.0,0.069,0.0,0.016,1.1,0.024,222.5,0.031
swordfish cooked,24.9,8.4,0.0,0.0,0.075,0.7,0.0,0.028,0.045,0.022,528.9
swordfish raw,26.7,9.0,0.0,0.0,0.04,0.0,0.082,0.9,0.5,6.8,0.021
syrah red wine,0.1,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t bone steak cooked,89.3,74.1,0.0,0.0,4.6,2.4,0.0,0.041,0.2,0.0,900.2
t bone steak raw,85.7,76.3,0.0,0.0,0.0,0.0,0.0,14.7,9.5,27.2,0.044
tabasco sauce,0.045,0.002,0.006,0.013,0.0,0.2,0.0,0.089,0.019,0.6,0.063
table water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0
table wine,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.2,0.5,11.8,0.012
taco flavor tortilla chips,17.9,54.9,143.2,12.0,0.0,2.0,0.0,2.9,4.6,351.9,0.075
taco salad,10.0,11.2,17.9,0.0,0.0,2.7,0.0,2.0,1.7,145.5,0.001
taco salad taco bell,35.7,48.9,80.5,16.0,0.0,0.0,0.0,6.2,9.4,506.4,0.095
taco salad with chili con carne,11.6,8.8,17.7,0.0,0.1,2.3,0.0,2.2,1.8,163.6,0.0
taco with beef cheese lettuce,6.1,8.8,13.7,2.7,0.043,0.3,0.06,1.2,0.8,61.4,0.083
taco with chicken cheese lettuce,13.0,6.2,19.3,1.2,0.014,0.2,0.017,0.7,1.6,119.6,0.093
taffy,0.087,0.5,13.7,0.0,0.096,0.0,0.0,0.054,0.0,0.034,0.5
tahini,2.7,7.2,3.9,1.4,0.0,0.0,0.0,0.7,0.4,63.0,0.0
tahitian taro cooked,5.7,0.9,9.4,0.0,0.0,52.1,0.0,0.1,2.1,204.1,0.085
tahitian taro raw,3.5,1.2,8.6,0.0,0.0,120.0,0.0,0.1,1.6,161.3,0.044
tamale navajo,11.7,11.4,33.7,5.8,0.0,3.2,0.0,2.8,2.3,53.9,0.053
tamarind nectar,0.2,0.3,37.0,1.3,0.0,17.8,0.0,0.089,1.9,25.1,0.0
tamarinds,0.057,0.013,1.3,0.1,0.0,0.058,0.09,0.009,0.032,0.03,12.6
tangerine,0.6,0.2,10.1,1.4,0.0,20.3,0.0,0.078,0.1,28.1,0.008
tangerine juice,1.2,0.5,24.9,0.5,0.0,0.1,76.6,0.016,0.06,0.0,439.7
tangerines canned,1.5,0.1,23.8,1.7,0.0,85.2,0.0,1.3,0.7,27.4,0.058
tap water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,7.1,0.0
tapioca pearls,0.3,0.093,134.8,1.4,0.0,0.0,0.0,0.2,2.4,30.4,0.007
tapioca pudding,2.1,4.3,23.9,0.0,0.0,0.3,0.0,0.2,0.1,78.1,0.0
tapioca pudding fat free,1.6,0.4,23.9,0.0,0.0,0.3,0.0,0.2,0.1,58.2,0.0
taro chips,0.049,0.6,1.6,0.2,0.0,0.1,0.0,0.069,0.008,1.4,0.08
taro cooked,0.7,0.1,45.7,6.7,0.0,0.4,6.6,0.005,0.3,0.073,638.9
taro leaves cooked,3.9,0.6,5.6,2.9,0.0,51.5,0.0,0.3,1.7,124.7,0.035
taro leaves raw,1.4,0.2,1.9,1.0,0.0,14.6,0.0,0.1,0.6,30.0,0.064
taro raw,1.6,0.2,27.5,4.3,0.0,4.7,0.0,0.2,0.6,44.7,0.097
taro shoots cooked,1.0,0.1,4.5,0.0,0.0,26.5,0.0,0.8,0.6,19.6,0.083
taro shoots raw,0.8,0.069,2.0,0.0,0.0,18.1,0.0,0.4,0.5,10.3,0.002
tarragon dried,0.1,0.047,0.3,0.038,0.0,0.3,0.0,0.019,0.2,6.8,0.088
tartar sauce,0.2,2.5,2.0,0.078,0.056,0.3,0.0,0.098,0.047,3.9,0.05
tea blueberry muffin tekanne,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tea with milk and sugar yorkshire,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teaseed oil,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teff cooked,9.8,1.6,50.0,7.1,0.0,0.0,0.0,2.8,5.2,123.5,0.0
teff raw,25.7,4.6,141.1,15.4,0.0,0.0,0.0,7.0,14.7,347.4,0.038
tempeh,30.8,17.9,15.6,0.0,0.0,0.0,0.0,1.9,4.5,184.3,0.0
tempeh cooked,5.1,3.2,2.6,0.0,0.0,0.0,0.0,0.4,0.6,27.2,0.0
tequila sunrise,0.6,0.2,23.8,0.0,0.0,40.7,0.0,1.3,0.038,0.0,0.0
teriyaki sauce,1.1,0.015,2.8,0.016,0.0,0.0,0.0,0.049,0.3,4.5,0.038
thyme dried,9.1,7.4,63.9,37.0,0.0,0.6,50.0,0.068,0.9,1.7,814.0
thyme fresh,0.091,0.068,0.2,0.1,0.0,0.057,1.3,0.0,0.018,0.0,4.9
tilapia cooked,22.8,2.3,0.0,0.0,0.0,0.0,0.013,0.4,0.6,12.2,0.034
tilapia raw,23.3,2.0,0.0,0.0,0.0,0.0,0.019,0.4,0.6,11.6,0.039
tilefish cooked,73.5,14.1,0.0,0.0,0.022,0.0,0.0,1.6,0.9,78.0,0.2
tilefish raw,67.6,8.9,0.0,0.0,0.057,0.0,0.0,1.4,1.0,100.4,0.1
tilsit cheese,9.8,10.4,0.8,0.0,0.057,0.0,0.0,1.4,0.01,280.0,0.026
toffee,0.1,3.9,7.8,0.0,0.033,0.099,0.079,0.031,0.092,0.097,6.1
tofu fried,2.4,2.6,1.2,0.5,0.0,0.094,0.0,0.038,0.051,0.099,19.0
tofu raw,20.0,11.9,4.7,0.7,0.0,0.2,0.0,2.0,13.3,868.0,0.005
tofu yogurt,9.2,4.7,41.8,0.5,0.0,0.048,6.6,0.068,0.2,0.013,123.1
tomatillos,1.3,1.3,7.7,2.5,0.0,15.4,0.0,0.3,0.8,9.2,0.055
tomato beef noodle soup,8.9,8.6,42.3,3.0,0.0,0.0,0.0,1.5,2.2,35.1,0.037
tomato bisque soup,4.5,5.0,47.7,2.1,0.017,11.9,0.0,1.2,1.7,80.0,0.0
tomato chili sauce,0.2,0.095,1.2,0.4,0.0,1.0,0.0,0.082,0.087,1.2,0.052
tomato cooked,1.2,0.1,4.9,0.9,0.0,0.096,28.0,0.0,0.052,0.054,268.1
tomato juice,2.1,0.7,8.6,1.0,0.0,0.2,170.3,0.067,0.1,0.056,527.3
tomato ketchup mp,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomato paste canned,11.3,1.2,49.5,10.7,0.0,57.4,0.0,1.7,7.8,94.3,0.07
tomato puree canned,4.1,0.5,22.5,4.8,0.0,0.3,26.5,0.001,0.7,0.038,1097.5
tomato rice soup,4.2,5.5,44.1,3.4,0.042,29.7,0.0,1.0,1.6,46.4,0.098
tomato sauce,2.9,0.7,13.0,3.7,0.0,0.2,17.2,0.09,0.3,0.083,727.7
tomato sauce with herbs cheese,5.2,4.7,25.0,5.4,0.0,24.4,0.0,0.9,2.1,90.3,0.029
tomato sauce with mushrooms,3.6,0.3,20.7,3.7,0.0,30.4,0.0,0.5,2.2,31.9,0.019
tomato sauce with onions,3.8,0.5,24.4,4.4,0.0,31.1,0.0,0.6,2.3,41.7,0.059
tomato soup,2.2,0.7,22.5,1.6,0.0,19.1,0.0,0.3,0.9,19.2,0.081
tomato soup canned,6.3,3.3,22.6,1.5,0.014,15.9,0.07,0.9,1.4,173.9,0.067
tomato stewed,2.4,3.3,16.1,2.1,0.0,0.1,22.4,0.08,0.1,0.0,303.8
tomato vegetable juice,1.5,0.2,11.1,1.9,0.0,67.0,0.0,0.5,1.0,26.6,0.046
tomato vegetable soup,1.9,0.8,9.9,0.7,0.0,2.9,0.0,0.2,0.6,19.6,0.06
tomatoes canned,4.0,0.7,17.6,4.6,0.0,22.3,0.0,0.7,3.1,82.3,0.096
